p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0.00509869032945806,1.15309612161177,0.954,0.86,1,0,Slc33a1
0.0052519813288343,0.931694616260812,0.796,0.56,1,0,Fam73b
0.00525343941544853,2.4848720176713,0.778,0.68,1,0,Gabbr1
0.00525749380695964,1.10157664458248,0.981,0.94,1,0,Slc4a7
0.00531923058038103,0.739907270627771,1,0.98,1,0,Mlc1
0.00537895093671159,0.682879036556727,0.963,0.94,1,0,Ppp2r5a
0.0054288534821011,2.09444948026091,0.741,0.64,1,0,Ccdc126
0.00543545661473974,0.720875719607237,0.926,0.94,1,0,Sc5d
0.00544126481563974,1.10242996355865,0.972,0.92,1,0,Zbtb4
0.00557323559001339,0.520688124960842,0.481,0.68,1,0,Dera
0.00558155467003821,1.00362104275503,0.769,0.56,1,0,Gpr137
0.0056261682680105,1.13614999527126,0.944,0.9,1,0,Mafg
0.00564159418345081,2.02385594518908,0.537,0.32,1,0,Rnft2
0.00578094417666011,1.26133386319354,0.917,0.9,1,0,Col4a6
0.00581019766729598,0.685072284607341,0.926,0.86,1,0,Cd99l2
0.00586498144586022,0.862920706926426,0.917,0.74,1,0,Pter
0.00610052890969017,1.3534608776631,0.917,0.82,1,0,Gnb5
0.00610336601391532,0.859240821891207,1,1,1,0,Atp1b1
0.0061667418122601,1.31299315701824,0.981,0.84,1,0,Col4a1
0.0062115769361697,1.64988964546189,0.648,0.42,1,0,AI464131
0.00621158887476752,1.21318056867108,0.926,0.82,1,0,Kirrel
0.00627902542397493,1.49695078272398,0.852,0.72,1,0,Cxx1c
0.00635886130029587,1.12622786066951,0.574,0.68,1,0,Ccdc38
0.00637796023692224,2.00080811831263,0.88,0.74,1,0,Phldb2
0.00652648717077866,0.656809770231887,0.963,0.88,1,0,Slc30a1
0.0065702103957225,0.844697664585585,0.991,0.98,1,0,Arhgef12
0.00662603570783481,1.14239360424381,0.935,0.86,1,0,Sh3glb2
0.006643315536206,1.57503006303449,0.861,0.74,1,0,6720401G13Rik
0.00668241279294334,0.575900883830889,1,0.96,1,0,Prrc2b
0.00674935260088072,1.08075042105276,0.898,0.76,1,0,Ocrl
0.00677822489638357,1.62128599826477,0.861,0.68,1,0,Nckap1
0.00678657499759347,0.500474662267423,0.926,0.78,1,0,Plxna1
0.00680798583897511,1.88375953561877,0.778,0.66,1,0,Banp
0.00684978318039133,1.00657705394438,0.861,0.76,1,0,Crb2
0.00698302621605431,0.874887582639914,0.944,0.92,1,0,Araf
0.00698302621605431,1.27846973877144,0.944,0.92,1,0,Hs6st1
0.00706901162108595,0.619645501634095,0.991,1,1,0,Tmem66
0.0071050859700305,1.09826351431672,0.972,0.9,1,0,Tcf7l2
0.00720071786531181,1.98537571718489,0.769,0.7,1,0,Mlycd
0.00721444403693763,3.30405993551959,0.639,0.46,1,0,Shisa9
0.00733827090175038,0.869070893481441,0.731,0.52,1,0,Dock9
0.00734188224950201,0.954955785048272,0.815,0.66,1,0,Kremen1
0.00752201569289971,0.951855687513179,0.944,0.78,1,0,Prdm16
0.0075593053695062,0.847396413329462,1,1,1,0,Eif4a2
0.00764373742486677,0.766008415457819,0.991,0.96,1,0,Erlec1
0.00766720700136905,2.32090692308574,0.62,0.48,1,0,Arhgef4
0.00770784716651086,2.16367865891693,0.787,0.64,1,0,Sema3e
0.00774855645478095,1.4630332821414,0.852,0.78,1,0,Pdgfrl
0.00779661157392759,0.683341472769986,0.898,0.82,1,0,Glis2
0.00781523723468626,0.828646347078178,0.981,0.96,1,0,Samd4
0.0078157067021713,1.0495537664872,0.991,1,1,0,Igf1r
0.00788566374461834,0.734653888850217,0.954,0.84,1,0,Bmp1
0.00790269995393858,0.745161388700708,0.991,0.96,1,0,Mia3
0.00796363585215771,1.4798234395315,0.769,0.58,1,0,A430105I19Rik
0.00798269357673139,1.02488726573327,0.815,0.94,1,0,Orc2
0.00801135725331423,1.05300833360854,0.889,0.7,1,0,Tdrd7
0.00816798743754705,1.22696278325442,0.981,0.92,1,0,Axl
0.00816968738241747,1.26156460879751,1,0.98,1,0,Igfbp5
0.00819096340957898,1.23705958385416,0.852,0.78,1,0,Snrk
0.00823668611650767,2.07587696519314,0.519,0.26,1,0,A230072C01Rik
0.00824639127669817,0.881433717570642,0.944,0.88,1,0,Rbms3
0.00833403065263816,1.66262629569573,0.944,0.86,1,0,Dolk
0.00835027387352583,0.690932207871708,1,0.88,1,0,Kif1a
0.0083842361515691,3.46203951135903,0.759,0.68,1,0,Lrig2
0.00841664275210294,0.90642645859627,0.944,0.82,1,0,Xbp1
0.0084445183356003,0.808708545902601,1,0.98,1,0,Atxn2
0.00847603240745841,1.92310786135901,0.843,0.72,1,0,Il1rap
0.00852179526329224,1.33910118809577,0.778,0.58,1,0,Ehd2
0.00853794927855502,0.59601027871725,1,1,1,0,Hspa5
0.00854190787792738,1.09296542985736,0.87,0.72,1,0,2810008D09Rik
0.00857500276440571,1.82450412365181,0.704,0.48,1,0,Nphp3
0.00859101098121955,0.676295029685113,0.907,0.86,1,0,Sumf1
0.00878089077404971,0.601046247840418,0.954,0.66,1,0,Aff1
0.00890225612626804,0.952928972300168,0.843,0.68,1,0,Ift122
0.00896433370194557,1.44498755758363,0.852,0.8,1,0,Ldlr
0.00925982676052995,0.823002569129168,0.935,0.94,1,0,Cdh11
0.00931440530234596,0.817869665526202,0.769,0.62,1,0,Aph1b
0.00931499826806,0.832037968269645,0.806,0.56,1,0,Grik5
0.00942444012187023,2.54928477565398,0.639,0.5,1,0,Slc2a13
0.00952433517948466,0.787019974481602,1,1,1,0,D4Wsu53e
0.00962830279701297,0.738027890639413,1,0.96,1,0,Impact
0.00962835785439518,0.681274972501232,1,1,1,0,Gpm6b
0.00966494303303673,1.11873328980996,0.954,0.86,1,0,Herpud2
0.00967020934038055,1.19876464572322,0.889,0.86,1,0,Sgcb
0.00981705995996701,2.13425848449635,0.769,0.72,1,0,Oaf
0.0099208697587039,1.16011561728013,0.926,0.88,1,0,Ric8
0.00998019502024413,1.32467613720289,0.704,0.54,1,0,Fam171a2
2.38194543456928e-16,4.05190715576859,0.962,0.25,3.42690489671483e-12,1,Rad51ap1
1.03191711539718e-12,4.73663008719449,0.885,0.28,1.48461915392192e-08,1,Tk1
1.20401997076925e-12,4.53571491341614,0.962,0.667,1.73222353194573e-08,1,Top2a
2.01099890220801e-12,4.54255570986587,0.962,0.432,2.89322412060667e-08,1,Ckap2l
